dhi,dni,ghi,gti,wind_speed_100m,period_end
0,0,0,0,10,2020-04-13T11:00:00Z
20,0,20,20,9.6,2020-04-13T12:00:00Z
41,0,41,40,9.6,2020-04-13T13:00:00Z
64,0,64,62,10.3,2020-04-13T14:00:00Z
100,0,100,97,10.8,2020-04-13T15:00:00Z
310,0,310,299,10.6,2020-04-13T16:00:00Z
414,117,512,522,9.5,2020-04-13T17:00:00Z
408,91,485,490,8.6,2020-04-13T18:00:00Z
171,0,171,165,9,2020-04-13T19:00:00Z
331,1,331,320,11,2020-04-13T20:00:00Z
219,0,219,211,11.9,2020-04-13T21:00:00Z
154,297,265,267,10.8,2020-04-13T22:00:00Z
79,393,169,158,10.3,2020-04-13T23:00:00Z
18,88,27,19,10.5,2020-04-14T00:00:00Z
0,0,0,0,9.9,2020-04-14T01:00:00Z
0,0,0,0,9,2020-04-14T02:00:00Z
0,0,0,0,8.1,2020-04-14T03:00:00Z
0,0,0,0,7.6,2020-04-14T04:00:00Z
0,0,0,0,7.5,2020-04-14T05:00:00Z
0,0,0,0,7.5,2020-04-14T06:00:00Z
0,0,0,0,7.4,2020-04-14T07:00:00Z
0,0,0,0,6.8,2020-04-14T08:00:00Z
0,0,0,0,6.3,2020-04-14T09:00:00Z
0,0,0,0,6.3,2020-04-14T10:00:00Z
5,14,6,5,6,2020-04-14T11:00:00Z
79,16,81,77,4.9,2020-04-14T12:00:00Z
154,0,154,149,4.9,2020-04-14T13:00:00Z
218,281,382,399,5.4,2020-04-14T14:00:00Z
314,322,524,551,4.7,2020-04-14T15:00:00Z
361,305,595,633,4.1,2020-04-14T16:00:00Z
436,40,469,463,3.7,2020-04-14T17:00:00Z
278,0,278,268,3,2020-04-14T18:00:00Z
414,44,448,443,3,2020-04-14T19:00:00Z
417,73,471,469,3.6,2020-04-14T20:00:00Z
215,0,215,207,4,2020-04-14T21:00:00Z
91,0,91,88,5.2,2020-04-14T22:00:00Z
35,0,35,34,5.8,2020-04-14T23:00:00Z
8,0,8,8,5.6,2020-04-15T00:00:00Z
0,0,0,0,5.5,2020-04-15T01:00:00Z
0,0,0,0,5.3,2020-04-15T02:00:00Z
0,0,0,0,5.3,2020-04-15T03:00:00Z
0,0,0,0,5.4,2020-04-15T04:00:00Z
0,0,0,0,5.9,2020-04-15T05:00:00Z
0,0,0,0,6.4,2020-04-15T06:00:00Z
0,0,0,0,6.1,2020-04-15T07:00:00Z
0,0,0,0,5.3,2020-04-15T08:00:00Z
0,0,0,0,4.8,2020-04-15T09:00:00Z
0,0,0,0,4.7,2020-04-15T10:00:00Z
6,44,10,5,4.3,2020-04-15T11:00:00Z
45,536,147,122,3.3,2020-04-15T12:00:00Z
67,779,355,364,4.1,2020-04-15T13:00:00Z
137,710,513,555,5.9,2020-04-15T14:00:00Z
188,701,660,733,6.5,2020-04-15T15:00:00Z
364,367,651,700,7,2020-04-15T16:00:00Z
129,921,904,1042,7.1,2020-04-15T17:00:00Z
199,784,864,985,6.7,2020-04-15T18:00:00Z
247,564,706,789,5.8,2020-04-15T19:00:00Z
340,206,486,504,5.2,2020-04-15T20:00:00Z
164,568,510,555,5.1,2020-04-15T21:00:00Z
132,525,361,376,4.8,2020-04-15T22:00:00Z
90,168,126,117,5,2020-04-15T23:00:00Z
13,0,13,13,6.2,2020-04-16T00:00:00Z
0,0,0,0,6.8,2020-04-16T01:00:00Z
0,0,0,0,6.9,2020-04-16T02:00:00Z
0,0,0,0,6.8,2020-04-16T03:00:00Z
0,0,0,0,6.4,2020-04-16T04:00:00Z
0,0,0,0,5.9,2020-04-16T05:00:00Z
0,0,0,0,5.8,2020-04-16T06:00:00Z
0,0,0,0,5.9,2020-04-16T07:00:00Z
0,0,0,0,6,2020-04-16T08:00:00Z
0,0,0,0,5.8,2020-04-16T09:00:00Z
0,0,0,0,5.2,2020-04-16T10:00:00Z
7,29,10,7,4.5,2020-04-16T11:00:00Z
95,5,97,93,3.9,2020-04-16T12:00:00Z
153,333,290,294,4.1,2020-04-16T13:00:00Z
182,579,489,523,5.1,2020-04-16T14:00:00Z
298,382,548,579,5.8,2020-04-16T15:00:00Z
354,409,678,734,6.2,2020-04-16T16:00:00Z
453,229,645,674,6.8,2020-04-16T17:00:00Z
432,198,599,621,7.8,2020-04-16T18:00:00Z
313,483,701,769,8.8,2020-04-16T19:00:00Z
336,210,484,500,9.3,2020-04-16T20:00:00Z
197,487,479,510,9.7,2020-04-16T21:00:00Z
140,517,366,378,9.2,2020-04-16T22:00:00Z
94,229,157,149,7.9,2020-04-16T23:00:00Z
21,112,31,21,6.7,2020-04-17T00:00:00Z
0,0,0,0,5.6,2020-04-17T01:00:00Z
0,0,0,0,4.8,2020-04-17T02:00:00Z
0,0,0,0,4.6,2020-04-17T03:00:00Z
0,0,0,0,4.9,2020-04-17T04:00:00Z
0,0,0,0,5.2,2020-04-17T05:00:00Z
0,0,0,0,5.1,2020-04-17T06:00:00Z
0,0,0,0,4.6,2020-04-17T07:00:00Z
0,0,0,0,3.9,2020-04-17T08:00:00Z
0,0,0,0,3.6,2020-04-17T09:00:00Z
0,0,0,0,3.7,2020-04-17T10:00:00Z
8,40,11,7,3.8,2020-04-17T11:00:00Z
51,458,148,127,3.5,2020-04-17T12:00:00Z
76,728,350,355,3.3,2020-04-17T13:00:00Z
193,517,468,495,3.2,2020-04-17T14:00:00Z
280,54,314,311,3.4,2020-04-17T15:00:00Z
405,0,405,390,3.9,2020-04-17T16:00:00Z
311,0,311,300,4.2,2020-04-17T17:00:00Z
226,0,226,219,4,2020-04-17T18:00:00Z
201,0,201,194,3.6,2020-04-17T19:00:00Z
191,0,191,185,3.3,2020-04-17T20:00:00Z
145,0,145,140,3.1,2020-04-17T21:00:00Z
76,0,76,74,2.9,2020-04-17T22:00:00Z
26,0,26,25,3,2020-04-17T23:00:00Z
5,0,5,5,3.3,2020-04-18T00:00:00Z
0,0,0,0,3.6,2020-04-18T01:00:00Z
0,0,0,0,3.9,2020-04-18T02:00:00Z
0,0,0,0,3.8,2020-04-18T03:00:00Z
0,0,0,0,3.8,2020-04-18T04:00:00Z
0,0,0,0,3.4,2020-04-18T05:00:00Z
0,0,0,0,2.8,2020-04-18T06:00:00Z
0,0,0,0,2.5,2020-04-18T07:00:00Z
0,0,0,0,1.7,2020-04-18T08:00:00Z
0,0,0,0,2.2,2020-04-18T09:00:00Z
0,0,0,0,4.9,2020-04-18T10:00:00Z
2,0,2,2,7,2020-04-18T11:00:00Z
57,0,57,55,7.1,2020-04-18T12:00:00Z
72,0,72,70,7.1,2020-04-18T13:00:00Z
149,0,149,143,7.7,2020-04-18T14:00:00Z
135,0,135,130,8.5,2020-04-18T15:00:00Z
220,0,220,212,9.1,2020-04-18T16:00:00Z
321,0,321,310,9,2020-04-18T17:00:00Z
361,153,491,506,8.6,2020-04-18T18:00:00Z
389,263,603,634,8.1,2020-04-18T19:00:00Z
274,512,636,686,7.7,2020-04-18T20:00:00Z
270,303,450,466,7.3,2020-04-18T21:00:00Z
74,801,420,435,5.9,2020-04-18T22:00:00Z
57,616,212,189,4,2020-04-18T23:00:00Z
22,122,35,23,3.1,2020-04-19T00:00:00Z
0,0,0,0,3.5,2020-04-19T01:00:00Z
0,0,0,0,4.2,2020-04-19T02:00:00Z
0,0,0,0,4.2,2020-04-19T03:00:00Z
0,0,0,0,4.7,2020-04-19T04:00:00Z
0,0,0,0,5.7,2020-04-19T05:00:00Z
0,0,0,0,6.1,2020-04-19T06:00:00Z
0,0,0,0,6,2020-04-19T07:00:00Z
0,0,0,0,5.9,2020-04-19T08:00:00Z
0,0,0,0,5.7,2020-04-19T09:00:00Z
0,0,0,0,5.7,2020-04-19T10:00:00Z
9,73,15,8,5.8,2020-04-19T11:00:00Z
48,537,159,130,5.7,2020-04-19T12:00:00Z
70,751,361,363,5.1,2020-04-19T13:00:00Z
85,848,556,601,5.4,2020-04-19T14:00:00Z
96,897,720,804,6.1,2020-04-19T15:00:00Z
104,920,837,950,6.6,2020-04-19T16:00:00Z
111,924,900,1028,7.3,2020-04-19T17:00:00Z
219,720,839,947,7.5,2020-04-19T18:00:00Z
156,817,825,933,7.7,2020-04-19T19:00:00Z
289,453,621,671,7.9,2020-04-19T20:00:00Z
331,80,381,379,7.6,2020-04-19T21:00:00Z
225,44,245,238,6.6,2020-04-19T22:00:00Z
99,54,115,110,6.1,2020-04-19T23:00:00Z
10,0,10,10,6.4,2020-04-20T00:00:00Z
0,0,0,0,6.4,2020-04-20T01:00:00Z
0,0,0,0,6.5,2020-04-20T02:00:00Z
0,0,0,0,6,2020-04-20T03:00:00Z
0,0,0,0,5.1,2020-04-20T04:00:00Z
0,0,0,0,5.5,2020-04-20T05:00:00Z
0,0,0,0,6.2,2020-04-20T06:00:00Z
0,0,0,0,6.1,2020-04-20T07:00:00Z
0,0,0,0,5.9,2020-04-20T08:00:00Z
0,0,0,0,5.8,2020-04-20T09:00:00Z
0,0,0,0,5.2,2020-04-20T10:00:00Z
10,0,10,10,5,2020-04-20T11:00:00Z
59,0,59,57,5.4,2020-04-20T12:00:00Z
164,0,164,158,4.9,2020-04-20T13:00:00Z
297,58,332,328,3.9,2020-04-20T14:00:00Z
292,435,597,638,3.2,2020-04-20T15:00:00Z
315,497,711,776,2.6,2020-04-20T16:00:00Z
481,160,616,630,1.9,2020-04-20T17:00:00Z
362,420,723,777,1.7,2020-04-20T18:00:00Z
299,549,747,822,1.9,2020-04-20T19:00:00Z
93,929,770,862,2.2,2020-04-20T20:00:00Z
71,915,619,675,2.5,2020-04-20T21:00:00Z
60,839,427,439,1.7,2020-04-20T22:00:00Z
46,683,222,194,2,2020-04-20T23:00:00Z
17,239,44,22,3.1,2020-04-21T00:00:00Z
0,0,0,0,3.6,2020-04-21T01:00:00Z
0,0,0,0,3.8,2020-04-21T02:00:00Z
0,0,0,0,4,2020-04-21T03:00:00Z
0,0,0,0,4,2020-04-21T04:00:00Z
0,0,0,0,2.9,2020-04-21T05:00:00Z
0,0,0,0,1.3,2020-04-21T06:00:00Z
0,0,0,0,2.2,2020-04-21T07:00:00Z
0,0,0,0,3.8,2020-04-21T08:00:00Z
0,0,0,0,5.2,2020-04-21T09:00:00Z
0,0,0,0,6.2,2020-04-21T10:00:00Z
11,13,12,11,6.9,2020-04-21T11:00:00Z
64,33,69,63,7,2020-04-21T12:00:00Z
105,0,105,102,6.4,2020-04-21T13:00:00Z
140,0,140,135,6.2,2020-04-21T14:00:00Z
147,0,147,142,6.6,2020-04-21T15:00:00Z
360,97,440,444,7.4,2020-04-21T16:00:00Z
308,298,566,602,8.9,2020-04-21T17:00:00Z
351,462,751,816,10.4,2020-04-21T18:00:00Z
316,432,674,730,10.9,2020-04-21T19:00:00Z
228,556,633,687,11.7,2020-04-21T20:00:00Z
202,397,438,456,12.2,2020-04-21T21:00:00Z
111,497,317,317,11.7,2020-04-21T22:00:00Z
110,146,140,127,10.7,2020-04-21T23:00:00Z
24,108,39,29,9.9,2020-04-22T00:00:00Z
0,0,0,0,9.7,2020-04-22T01:00:00Z
0,0,0,0,9.3,2020-04-22T02:00:00Z
0,0,0,0,9,2020-04-22T03:00:00Z
0,0,0,0,8.8,2020-04-22T04:00:00Z
0,0,0,0,8.5,2020-04-22T05:00:00Z
0,0,0,0,8.4,2020-04-22T06:00:00Z
0,0,0,0,8.4,2020-04-22T07:00:00Z
0,0,0,0,8.4,2020-04-22T08:00:00Z
0,0,0,0,8.3,2020-04-22T09:00:00Z
0,0,0,0,7.6,2020-04-22T10:00:00Z
11,113,22,10,7.1,2020-04-22T11:00:00Z
93,200,132,115,8.2,2020-04-22T12:00:00Z
127,502,336,334,9.4,2020-04-22T13:00:00Z
152,692,538,568,9.7,2020-04-22T14:00:00Z
190,701,686,749,9.9,2020-04-22T15:00:00Z
169,816,829,927,9.9,2020-04-22T16:00:00Z
116,946,931,1057,9.9,2020-04-22T17:00:00Z
127,924,929,1053,9.9,2020-04-22T18:00:00Z
78,999,903,1021,9.6,2020-04-22T19:00:00Z
78,966,788,878,9.7,2020-04-22T20:00:00Z
77,909,626,677,9.4,2020-04-22T21:00:00Z
71,816,432,439,7.6,2020-04-22T22:00:00Z
54,650,226,195,5.9,2020-04-22T23:00:00Z
20,223,46,25,5.3,2020-04-23T00:00:00Z
0,0,0,0,5.2,2020-04-23T01:00:00Z
0,0,0,0,5.2,2020-04-23T02:00:00Z
0,0,0,0,5,2020-04-23T03:00:00Z
0,0,0,0,4.5,2020-04-23T04:00:00Z
0,0,0,0,3.8,2020-04-23T05:00:00Z
0,0,0,0,3.2,2020-04-23T06:00:00Z
0,0,0,0,2.6,2020-04-23T07:00:00Z
0,0,0,0,2.1,2020-04-23T08:00:00Z
0,0,0,0,1.6,2020-04-23T09:00:00Z
0,0,0,0,1.5,2020-04-23T10:00:00Z
6,0,6,6,1.7,2020-04-23T11:00:00Z
49,0,49,47,1.9,2020-04-23T12:00:00Z
89,0,89,86,2.3,2020-04-23T13:00:00Z
151,0,151,146,2.9,2020-04-23T14:00:00Z
393,12,402,390,3.1,2020-04-23T15:00:00Z
421,37,452,444,3.2,2020-04-23T16:00:00Z
438,241,647,674,3.4,2020-04-23T17:00:00Z
514,6,520,503,3.9,2020-04-23T18:00:00Z
484,42,518,509,4.6,2020-04-23T19:00:00Z
336,7,342,331,5.2,2020-04-23T20:00:00Z
337,88,389,385,5.5,2020-04-23T21:00:00Z
243,24,254,246,5.2,2020-04-23T22:00:00Z
115,135,153,142,5.3,2020-04-23T23:00:00Z
24,0,24,24,6,2020-04-24T00:00:00Z
0,0,0,0,6,2020-04-24T01:00:00Z
0,0,0,0,5.5,2020-04-24T02:00:00Z
0,0,0,0,5,2020-04-24T03:00:00Z
0,0,0,0,4.4,2020-04-24T04:00:00Z
0,0,0,0,4,2020-04-24T05:00:00Z
0,0,0,0,3.7,2020-04-24T06:00:00Z
0,0,0,0,3.7,2020-04-24T07:00:00Z
0,0,0,0,3.9,2020-04-24T08:00:00Z
0,0,0,0,4.1,2020-04-24T09:00:00Z
0,0,0,0,4.5,2020-04-24T10:00:00Z
4,0,4,4,4.8,2020-04-24T11:00:00Z
40,0,40,39,4.4,2020-04-24T12:00:00Z
83,0,83,80,4.1,2020-04-24T13:00:00Z
135,0,135,130,4.3,2020-04-24T14:00:00Z
154,0,154,149,4.6,2020-04-24T15:00:00Z
125,0,125,121,4.5,2020-04-24T16:00:00Z
162,0,162,156,4.1,2020-04-24T17:00:00Z
185,0,185,178,3.9,2020-04-24T18:00:00Z
211,0,211,203,3.7,2020-04-24T19:00:00Z
222,0,222,215,3.4,2020-04-24T20:00:00Z
281,8,285,276,3,2020-04-24T21:00:00Z
182,20,191,185,2,2020-04-24T22:00:00Z
75,0,75,73,1.1,2020-04-24T23:00:00Z
28,43,32,26,0.9,2020-04-25T00:00:00Z
0,0,0,0,1.2,2020-04-25T01:00:00Z
0,0,0,0,1.3,2020-04-25T02:00:00Z
0,0,0,0,1,2020-04-25T03:00:00Z
0,0,0,0,0.9,2020-04-25T04:00:00Z
0,0,0,0,0.8,2020-04-25T05:00:00Z
0,0,0,0,1.2,2020-04-25T06:00:00Z
0,0,0,0,2.4,2020-04-25T07:00:00Z
0,0,0,0,3,2020-04-25T08:00:00Z
0,0,0,0,3.1,2020-04-25T09:00:00Z
0,0,0,0,3,2020-04-25T10:00:00Z
10,0,10,10,3,2020-04-25T11:00:00Z
46,0,46,45,3,2020-04-25T12:00:00Z
91,0,91,88,2.5,2020-04-25T13:00:00Z
170,0,170,164,2.4,2020-04-25T14:00:00Z
231,0,231,223,2.4,2020-04-25T15:00:00Z
387,0,387,373,2.3,2020-04-25T16:00:00Z
418,4,422,408,2.5,2020-04-25T17:00:00Z
353,150,484,497,2.8,2020-04-25T18:00:00Z
414,87,484,483,3.1,2020-04-25T19:00:00Z
349,108,430,431,3.5,2020-04-25T20:00:00Z
197,0,197,190,4,2020-04-25T21:00:00Z
167,0,167,161,4,2020-04-25T22:00:00Z
48,0,48,46,4.3,2020-04-25T23:00:00Z
11,0,11,10,5.2,2020-04-26T00:00:00Z
0,0,0,0,5.5,2020-04-26T01:00:00Z
0,0,0,0,5.6,2020-04-26T02:00:00Z
0,0,0,0,5.9,2020-04-26T03:00:00Z
0,0,0,0,6.4,2020-04-26T04:00:00Z
0,0,0,0,6.3,2020-04-26T05:00:00Z
0,0,0,0,6.1,2020-04-26T06:00:00Z
0,0,0,0,5.7,2020-04-26T07:00:00Z
0,0,0,0,5.5,2020-04-26T08:00:00Z
0,0,0,0,5.6,2020-04-26T09:00:00Z
0,0,0,0,5.4,2020-04-26T10:00:00Z
8,0,8,7,4.8,2020-04-26T11:00:00Z
26,0,26,25,4.3,2020-04-26T12:00:00Z
79,0,79,76,4.2,2020-04-26T13:00:00Z
88,0,88,85,4.6,2020-04-26T14:00:00Z
113,0,113,109,4.9,2020-04-26T15:00:00Z
111,0,111,107,5,2020-04-26T16:00:00Z
130,0,130,126,5.4,2020-04-26T17:00:00Z
156,0,156,151,5.9,2020-04-26T18:00:00Z
112,0,112,108,6.2,2020-04-26T19:00:00Z
110,0,110,106,6.4,2020-04-26T20:00:00Z
130,0,130,126,6.3,2020-04-26T21:00:00Z
75,0,75,72,5.8,2020-04-26T22:00:00Z
42,0,42,41,5.7,2020-04-26T23:00:00Z
10,0,10,10,6.1,2020-04-27T00:00:00Z
0,0,0,0,6.7,2020-04-27T01:00:00Z
0,0,0,0,7.1,2020-04-27T02:00:00Z
0,0,0,0,7.1,2020-04-27T03:00:00Z
0,0,0,0,6.9,2020-04-27T04:00:00Z
0,0,0,0,6.8,2020-04-27T05:00:00Z
0,0,0,0,6.6,2020-04-27T06:00:00Z
0,0,0,0,6.4,2020-04-27T07:00:00Z
0,0,0,0,6.5,2020-04-27T08:00:00Z
0,0,0,0,6.6,2020-04-27T09:00:00Z
0,0,0,0,6.9,2020-04-27T10:00:00Z
12,0,12,12,7.2,2020-04-27T11:00:00Z
72,0,72,69,7.5,2020-04-27T12:00:00Z
161,0,161,155,8,2020-04-27T13:00:00Z
175,0,175,169,8.5,2020-04-27T14:00:00Z
258,0,258,249,8.9,2020-04-27T15:00:00Z
334,0,334,323,8.9,2020-04-27T16:00:00Z
291,36,322,318,8.9,2020-04-27T17:00:00Z
182,0,182,176,8.6,2020-04-27T18:00:00Z
280,0,280,270,8.7,2020-04-27T19:00:00Z
264,0,264,255,9,2020-04-27T20:00:00Z
177,0,177,171,8.6,2020-04-27T21:00:00Z
122,0,122,118,7.5,2020-04-27T22:00:00Z
96,0,96,93,6.3,2020-04-27T23:00:00Z
35,39,40,35,5.3,2020-04-28T00:00:00Z
0,0,0,0,4.6,2020-04-28T01:00:00Z
0,0,0,0,4.3,2020-04-28T02:00:00Z
0,0,0,0,4,2020-04-28T03:00:00Z
0,0,0,0,3.7,2020-04-28T04:00:00Z
0,0,0,0,3.3,2020-04-28T05:00:00Z
0,0,0,0,3,2020-04-28T06:00:00Z
0,0,0,0,2.5,2020-04-28T07:00:00Z
0,0,0,0,1.9,2020-04-28T08:00:00Z
0,0,0,0,1.5,2020-04-28T09:00:00Z
0,0,0,0,0.8,2020-04-28T10:00:00Z
17,127,31,16,1,2020-04-28T11:00:00Z
53,581,194,151,1.1,2020-04-28T12:00:00Z
136,477,348,340,1.6,2020-04-28T13:00:00Z
119,766,566,591,2.1,2020-04-28T14:00:00Z
258,524,629,663,2.8,2020-04-28T15:00:00Z
337,435,698,743,3.4,2020-04-28T16:00:00Z
313,540,789,857,3.8,2020-04-28T17:00:00Z
404,350,713,754,4,2020-04-28T18:00:00Z
457,148,582,588,4.3,2020-04-28T19:00:00Z
398,62,446,441,4.5,2020-04-28T20:00:00Z
255,0,255,247,4.4,2020-04-28T21:00:00Z
198,27,211,204,4,2020-04-28T22:00:00Z
83,7,84,81,4,2020-04-28T23:00:00Z
19,0,19,18,4.6,2020-04-29T00:00:00Z
0,0,0,0,5.1,2020-04-29T01:00:00Z
0,0,0,0,4.8,2020-04-29T02:00:00Z
0,0,0,0,3.8,2020-04-29T03:00:00Z
0,0,0,0,3.5,2020-04-29T04:00:00Z
0,0,0,0,3.8,2020-04-29T05:00:00Z
0,0,0,0,4,2020-04-29T06:00:00Z
0,0,0,0,4,2020-04-29T07:00:00Z
0,0,0,0,4.4,2020-04-29T08:00:00Z
0,0,0,0,4.9,2020-04-29T09:00:00Z
0,0,0,0,5,2020-04-29T10:00:00Z
19,66,26,18,5.3,2020-04-29T11:00:00Z
71,423,177,144,5.8,2020-04-29T12:00:00Z
99,638,372,360,6.1,2020-04-29T13:00:00Z
219,460,486,497,6.6,2020-04-29T14:00:00Z
370,131,465,465,7.2,2020-04-29T15:00:00Z
319,452,697,744,7.9,2020-04-29T16:00:00Z
379,326,666,701,8.5,2020-04-29T17:00:00Z
416,16,430,418,8.8,2020-04-29T18:00:00Z
409,172,552,562,9,2020-04-29T19:00:00Z
394,175,527,534,9.7,2020-04-29T20:00:00Z
322,127,405,404,10.3,2020-04-29T21:00:00Z
234,22,244,236,10.2,2020-04-29T22:00:00Z
64,0,64,62,10.3,2020-04-29T23:00:00Z
12,0,12,11,10.6,2020-04-30T00:00:00Z
0,0,0,0,10.5,2020-04-30T01:00:00Z
0,0,0,0,9.8,2020-04-30T02:00:00Z
0,0,0,0,9.3,2020-04-30T03:00:00Z
0,0,0,0,9.4,2020-04-30T04:00:00Z
0,0,0,0,9.6,2020-04-30T05:00:00Z
0,0,0,0,10.1,2020-04-30T06:00:00Z
0,0,0,0,10.7,2020-04-30T07:00:00Z
0,0,0,0,11.3,2020-04-30T08:00:00Z
0,0,0,0,12,2020-04-30T09:00:00Z
0,0,0,0,11.7,2020-04-30T10:00:00Z
11,0,11,10,11.1,2020-04-30T11:00:00Z
30,0,30,29,11.8,2020-04-30T12:00:00Z
24,0,24,23,12.6,2020-04-30T13:00:00Z
60,0,60,58,13.1,2020-04-30T14:00:00Z
70,0,70,67,12.6,2020-04-30T15:00:00Z
91,0,91,88,11.2,2020-04-30T16:00:00Z
107,0,107,103,9.9,2020-04-30T17:00:00Z
139,0,139,134,8.9,2020-04-30T18:00:00Z
131,0,131,126,8,2020-04-30T19:00:00Z
109,0,109,105,7.2,2020-04-30T20:00:00Z
97,0,97,94,6.1,2020-04-30T21:00:00Z
60,0,60,58,4.7,2020-04-30T22:00:00Z
29,0,29,28,3.3,2020-04-30T23:00:00Z
9,0,9,9,2.8,2020-05-01T00:00:00Z
0,0,0,0,2.9,2020-05-01T01:00:00Z
0,0,0,0,3.7,2020-05-01T02:00:00Z
0,0,0,0,4.5,2020-05-01T03:00:00Z
0,0,0,0,4.2,2020-05-01T04:00:00Z
0,0,0,0,4,2020-05-01T05:00:00Z
0,0,0,0,4.2,2020-05-01T06:00:00Z
0,0,0,0,4.2,2020-05-01T07:00:00Z
0,0,0,0,3.8,2020-05-01T08:00:00Z
0,0,0,0,3.7,2020-05-01T09:00:00Z
0,0,0,0,4.1,2020-05-01T10:00:00Z
18,0,18,18,4.5,2020-05-01T11:00:00Z
94,0,94,91,4.5,2020-05-01T12:00:00Z
132,454,341,332,4.9,2020-05-01T13:00:00Z
234,420,476,482,5.5,2020-05-01T14:00:00Z
332,312,566,585,5.5,2020-05-01T15:00:00Z
256,600,755,814,5.2,2020-05-01T16:00:00Z
377,241,590,611,4.9,2020-05-01T17:00:00Z
346,431,728,773,5.2,2020-05-01T18:00:00Z
402,243,613,632,5.5,2020-05-01T19:00:00Z
321,278,530,544,5.6,2020-05-01T20:00:00Z
237,406,497,509,5.7,2020-05-01T21:00:00Z
188,38,208,202,5.7,2020-05-01T22:00:00Z
88,0,88,85,6.5,2020-05-01T23:00:00Z
21,0,21,21,7.2,2020-05-02T00:00:00Z
0,0,0,0,7.2,2020-05-02T01:00:00Z
0,0,0,0,7.2,2020-05-02T02:00:00Z
0,0,0,0,7.4,2020-05-02T03:00:00Z
0,0,0,0,7.5,2020-05-02T04:00:00Z
0,0,0,0,7.3,2020-05-02T05:00:00Z
0,0,0,0,7,2020-05-02T06:00:00Z
0,0,0,0,6.6,2020-05-02T07:00:00Z
0,0,0,0,6.1,2020-05-02T08:00:00Z
0,0,0,0,5.8,2020-05-02T09:00:00Z
0,0,0,0,5.3,2020-05-02T10:00:00Z
21,162,40,20,5,2020-05-02T11:00:00Z
55,607,210,161,4.6,2020-05-02T12:00:00Z
75,764,408,390,4,2020-05-02T13:00:00Z
87,848,596,618,3.8,2020-05-02T14:00:00Z
246,558,655,692,3.6,2020-05-02T15:00:00Z
425,224,613,627,3.3,2020-05-02T16:00:00Z
260,628,821,890,3.7,2020-05-02T17:00:00Z
258,640,831,905,4.3,2020-05-02T18:00:00Z
250,628,779,840,4.6,2020-05-02T19:00:00Z
239,584,680,722,4.7,2020-05-02T20:00:00Z
272,91,332,328,5,2020-05-02T21:00:00Z
210,136,272,263,4.8,2020-05-02T22:00:00Z
106,88,132,122,4.9,2020-05-02T23:00:00Z
17,0,17,17,5.4,2020-05-03T00:00:00Z
0,0,0,0,5.8,2020-05-03T01:00:00Z
0,0,0,0,6.1,2020-05-03T02:00:00Z
0,0,0,0,6.2,2020-05-03T03:00:00Z
0,0,0,0,6.1,2020-05-03T04:00:00Z
0,0,0,0,5.6,2020-05-03T05:00:00Z
0,0,0,0,5.2,2020-05-03T06:00:00Z
0,0,0,0,5.1,2020-05-03T07:00:00Z
0,0,0,0,4.9,2020-05-03T08:00:00Z
0,0,0,0,4.7,2020-05-03T09:00:00Z
0,0,0,0,5,2020-05-03T10:00:00Z
23,120,38,22,5.1,2020-05-03T11:00:00Z
71,459,195,156,4.9,2020-05-03T12:00:00Z
98,665,389,370,3.8,2020-05-03T13:00:00Z
134,705,561,576,2.9,2020-05-03T14:00:00Z
310,393,597,618,2.7,2020-05-03T15:00:00Z
269,574,753,809,3.6,2020-05-03T16:00:00Z
243,668,839,914,5.2,2020-05-03T17:00:00Z
151,843,906,999,6.1,2020-05-03T18:00:00Z
177,770,833,909,6.3,2020-05-03T19:00:00Z
154,771,740,795,6.6,2020-05-03T20:00:00Z
143,709,590,611,6.5,2020-05-03T21:00:00Z
82,752,438,425,5.3,2020-05-03T22:00:00Z
69,561,237,196,4.7,2020-05-03T23:00:00Z
28,121,49,34,4.9,2020-05-04T00:00:00Z
0,0,0,0,5.3,2020-05-04T01:00:00Z
0,0,0,0,6,2020-05-04T02:00:00Z
0,0,0,0,6.1,2020-05-04T03:00:00Z
0,0,0,0,5.5,2020-05-04T04:00:00Z
0,0,0,0,5.2,2020-05-04T05:00:00Z
0,0,0,0,5.1,2020-05-04T06:00:00Z
0,0,0,0,4.8,2020-05-04T07:00:00Z
0,0,0,0,4.5,2020-05-04T08:00:00Z
0,0,0,0,3.8,2020-05-04T09:00:00Z
0,0,0,0,3.3,2020-05-04T10:00:00Z
22,198,45,20,3,2020-05-04T11:00:00Z
58,595,215,164,2.8,2020-05-04T12:00:00Z
79,754,413,392,3.3,2020-05-04T13:00:00Z
272,303,449,448,4.5,2020-05-04T14:00:00Z
296,5,300,290,5.9,2020-05-04T15:00:00Z
313,82,382,382,7.1,2020-05-04T16:00:00Z
351,192,524,536,8.2,2020-05-04T17:00:00Z
412,299,681,708,9.2,2020-05-04T18:00:00Z
397,261,617,633,9.8,2020-05-04T19:00:00Z
317,409,626,651,9.6,2020-05-04T20:00:00Z
242,427,513,522,9.2,2020-05-04T21:00:00Z
197,235,296,281,8.6,2020-05-04T22:00:00Z
92,411,222,191,7.7,2020-05-04T23:00:00Z
42,60,52,44,6.9,2020-05-05T00:00:00Z
0,0,0,0,6.3,2020-05-05T01:00:00Z
0,0,0,0,6,2020-05-05T02:00:00Z
0,0,0,0,6.3,2020-05-05T03:00:00Z
