dhi,dni,ghi,gti,wind_speed_100m,period_end
0,0,0,0,7.1,2020-01-01T01:00:00Z
0,0,0,0,7.2,2020-01-01T02:00:00Z
0,0,0,0,7.4,2020-01-01T03:00:00Z
0,0,0,0,7.5,2020-01-01T04:00:00Z
0,0,0,0,7.5,2020-01-01T05:00:00Z
0,0,0,0,7.5,2020-01-01T06:00:00Z
0,0,0,0,7.2,2020-01-01T07:00:00Z
0,0,0,0,6.9,2020-01-01T08:00:00Z
0,0,0,0,6.7,2020-01-01T09:00:00Z
0,0,0,0,6.5,2020-01-01T10:00:00Z
0,0,0,0,6.1,2020-01-01T11:00:00Z
0,0,0,0,6.3,2020-01-01T12:00:00Z
4,14,5,9,6.9,2020-01-01T13:00:00Z
65,117,82,117,7.5,2020-01-01T14:00:00Z
138,180,186,251,8.1,2020-01-01T15:00:00Z
210,84,240,269,8.2,2020-01-01T16:00:00Z
213,0,213,206,7.8,2020-01-01T17:00:00Z
193,0,193,187,7.7,2020-01-01T18:00:00Z
200,0,200,194,7.5,2020-01-01T19:00:00Z
168,0,168,163,7.1,2020-01-01T20:00:00Z
72,411,145,270,6.3,2020-01-01T21:00:00Z
14,168,30,76,4.7,2020-01-01T22:00:00Z
0,0,0,0,3.5,2020-01-01T23:00:00Z
0,0,0,0,3.7,2020-01-02T00:00:00Z
0,0,0,0,4.1,2020-01-02T01:00:00Z
0,0,0,0,4.6,2020-01-02T02:00:00Z
0,0,0,0,4.9,2020-01-02T03:00:00Z
0,0,0,0,5.2,2020-01-02T04:00:00Z
0,0,0,0,5.4,2020-01-02T05:00:00Z
0,0,0,0,5.3,2020-01-02T06:00:00Z
0,0,0,0,5.1,2020-01-02T07:00:00Z
0,0,0,0,5,2020-01-02T08:00:00Z
0,0,0,0,5.2,2020-01-02T09:00:00Z
0,0,0,0,5.6,2020-01-02T10:00:00Z
0,0,0,0,5.6,2020-01-02T11:00:00Z
0,0,0,0,5.2,2020-01-02T12:00:00Z
3,33,6,14,4.9,2020-01-02T13:00:00Z
30,556,110,264,4.7,2020-01-02T14:00:00Z
44,781,254,494,4,2020-01-02T15:00:00Z
52,864,368,655,3.7,2020-01-02T16:00:00Z
189,349,334,470,4.4,2020-01-02T17:00:00Z
248,85,285,315,4.9,2020-01-02T18:00:00Z
151,458,331,502,5,2020-01-02T19:00:00Z
86,601,268,462,5.2,2020-01-02T20:00:00Z
72,323,140,241,5.7,2020-01-02T21:00:00Z
18,0,18,18,6.1,2020-01-02T22:00:00Z
0,0,0,0,6.3,2020-01-02T23:00:00Z
0,0,0,0,6.2,2020-01-03T00:00:00Z
0,0,0,0,5.9,2020-01-03T01:00:00Z
0,0,0,0,5.5,2020-01-03T02:00:00Z
0,0,0,0,4.8,2020-01-03T03:00:00Z
0,0,0,0,4.2,2020-01-03T04:00:00Z
0,0,0,0,4.3,2020-01-03T05:00:00Z
0,0,0,0,4.3,2020-01-03T06:00:00Z
0,0,0,0,3.7,2020-01-03T07:00:00Z
0,0,0,0,3.2,2020-01-03T08:00:00Z
0,0,0,0,2.9,2020-01-03T09:00:00Z
0,0,0,0,2.6,2020-01-03T10:00:00Z
0,0,0,0,2.4,2020-01-03T11:00:00Z
0,0,0,0,2.5,2020-01-03T12:00:00Z
0,0,0,0,2.5,2020-01-03T13:00:00Z
27,0,27,26,2.5,2020-01-03T14:00:00Z
69,0,69,66,2,2020-01-03T15:00:00Z
98,0,98,95,1.4,2020-01-03T16:00:00Z
83,0,83,80,1.3,2020-01-03T17:00:00Z
103,0,103,100,1.6,2020-01-03T18:00:00Z
90,0,90,87,1.4,2020-01-03T19:00:00Z
46,0,46,44,1,2020-01-03T20:00:00Z
47,0,47,45,0.9,2020-01-03T21:00:00Z
10,0,10,9,1.4,2020-01-03T22:00:00Z
0,0,0,0,1.9,2020-01-03T23:00:00Z
0,0,0,0,2,2020-01-04T00:00:00Z
0,0,0,0,1.6,2020-01-04T01:00:00Z
0,0,0,0,1.5,2020-01-04T02:00:00Z
0,0,0,0,1.7,2020-01-04T03:00:00Z
0,0,0,0,1.7,2020-01-04T04:00:00Z
0,0,0,0,2.2,2020-01-04T05:00:00Z
0,0,0,0,2.7,2020-01-04T06:00:00Z
0,0,0,0,2.9,2020-01-04T07:00:00Z
0,0,0,0,2.8,2020-01-04T08:00:00Z
0,0,0,0,2.4,2020-01-04T09:00:00Z
0,0,0,0,2.9,2020-01-04T10:00:00Z
0,0,0,0,3.2,2020-01-04T11:00:00Z
0,0,0,0,2.4,2020-01-04T12:00:00Z
2,0,2,1,1.3,2020-01-04T13:00:00Z
62,33,68,77,1.6,2020-01-04T14:00:00Z
92,9,93,93,3.2,2020-01-04T15:00:00Z
129,0,129,125,5.2,2020-01-04T16:00:00Z
120,0,120,116,6.4,2020-01-04T17:00:00Z
92,0,92,89,6.4,2020-01-04T18:00:00Z
123,87,157,185,5.5,2020-01-04T19:00:00Z
63,0,63,61,5.2,2020-01-04T20:00:00Z
38,0,38,37,5.2,2020-01-04T21:00:00Z
12,0,12,12,4.9,2020-01-04T22:00:00Z
0,0,0,0,4.9,2020-01-04T23:00:00Z
0,0,0,0,5.4,2020-01-05T00:00:00Z
0,0,0,0,6.4,2020-01-05T01:00:00Z
0,0,0,0,7.1,2020-01-05T02:00:00Z
0,0,0,0,7.2,2020-01-05T03:00:00Z
0,0,0,0,7.5,2020-01-05T04:00:00Z
0,0,0,0,7.9,2020-01-05T05:00:00Z
0,0,0,0,8.4,2020-01-05T06:00:00Z
0,0,0,0,8.8,2020-01-05T07:00:00Z
0,0,0,0,9,2020-01-05T08:00:00Z
0,0,0,0,9,2020-01-05T09:00:00Z
0,0,0,0,8.5,2020-01-05T10:00:00Z
0,0,0,0,8,2020-01-05T11:00:00Z
0,0,0,0,8.2,2020-01-05T12:00:00Z
4,14,5,8,8.3,2020-01-05T13:00:00Z
63,86,77,103,8.5,2020-01-05T14:00:00Z
110,397,210,338,9.2,2020-01-05T15:00:00Z
145,271,237,325,9.8,2020-01-05T16:00:00Z
146,0,146,141,9.7,2020-01-05T17:00:00Z
194,135,253,301,9.2,2020-01-05T18:00:00Z
176,7,179,176,8.6,2020-01-05T19:00:00Z
100,0,100,96,7.9,2020-01-05T20:00:00Z
71,0,71,68,6.7,2020-01-05T21:00:00Z
20,29,23,29,5,2020-01-05T22:00:00Z
0,0,0,0,4.3,2020-01-05T23:00:00Z
0,0,0,0,5.1,2020-01-06T00:00:00Z
0,0,0,0,5.1,2020-01-06T01:00:00Z
0,0,0,0,4.5,2020-01-06T02:00:00Z
0,0,0,0,4.2,2020-01-06T03:00:00Z
0,0,0,0,3.6,2020-01-06T04:00:00Z
0,0,0,0,3.3,2020-01-06T05:00:00Z
0,0,0,0,3.7,2020-01-06T06:00:00Z
0,0,0,0,4.1,2020-01-06T07:00:00Z
0,0,0,0,4.6,2020-01-06T08:00:00Z
0,0,0,0,5,2020-01-06T09:00:00Z
0,0,0,0,5.3,2020-01-06T10:00:00Z
0,0,0,0,6.1,2020-01-06T11:00:00Z
0,0,0,0,7.2,2020-01-06T12:00:00Z
3,27,6,12,8.2,2020-01-06T13:00:00Z
63,72,73,93,8.4,2020-01-06T14:00:00Z
109,228,164,232,8.6,2020-01-06T15:00:00Z
157,278,263,369,9.8,2020-01-06T16:00:00Z
162,424,341,499,10.9,2020-01-06T17:00:00Z
83,799,432,710,10.7,2020-01-06T18:00:00Z
55,912,421,729,9.9,2020-01-06T19:00:00Z
49,856,325,596,9.1,2020-01-06T20:00:00Z
38,723,186,395,8.2,2020-01-06T21:00:00Z
14,258,40,107,8,2020-01-06T22:00:00Z
0,0,0,0,8,2020-01-06T23:00:00Z
0,0,0,0,7.9,2020-01-07T00:00:00Z
0,0,0,0,8.1,2020-01-07T01:00:00Z
0,0,0,0,8.2,2020-01-07T02:00:00Z
0,0,0,0,8.2,2020-01-07T03:00:00Z
0,0,0,0,8.1,2020-01-07T04:00:00Z
0,0,0,0,7.9,2020-01-07T05:00:00Z
0,0,0,0,7.5,2020-01-07T06:00:00Z
0,0,0,0,7,2020-01-07T07:00:00Z
0,0,0,0,6.1,2020-01-07T08:00:00Z
0,0,0,0,4.8,2020-01-07T09:00:00Z
0,0,0,0,3.4,2020-01-07T10:00:00Z
0,0,0,0,2.4,2020-01-07T11:00:00Z
0,0,0,0,1.5,2020-01-07T12:00:00Z
2,0,2,2,0.6,2020-01-07T13:00:00Z
68,64,78,97,0.8,2020-01-07T14:00:00Z
146,97,170,201,1.2,2020-01-07T15:00:00Z
148,19,155,157,1.4,2020-01-07T16:00:00Z
139,0,139,134,2.4,2020-01-07T17:00:00Z
119,0,119,115,3,2020-01-07T18:00:00Z
105,0,105,102,2.8,2020-01-07T19:00:00Z
67,0,67,65,1.8,2020-01-07T20:00:00Z
36,0,36,35,0.9,2020-01-07T21:00:00Z
13,0,13,12,0.8,2020-01-07T22:00:00Z
0,0,0,0,1.4,2020-01-07T23:00:00Z
0,0,0,0,2.5,2020-01-08T00:00:00Z
0,0,0,0,3.4,2020-01-08T01:00:00Z
0,0,0,0,4,2020-01-08T02:00:00Z
0,0,0,0,4.4,2020-01-08T03:00:00Z
0,0,0,0,4.9,2020-01-08T04:00:00Z
0,0,0,0,5.2,2020-01-08T05:00:00Z
0,0,0,0,5.5,2020-01-08T06:00:00Z
0,0,0,0,5.9,2020-01-08T07:00:00Z
0,0,0,0,6.4,2020-01-08T08:00:00Z
0,0,0,0,6.6,2020-01-08T09:00:00Z
0,0,0,0,6.6,2020-01-08T10:00:00Z
0,0,0,0,6.6,2020-01-08T11:00:00Z
0,0,0,0,7.3,2020-01-08T12:00:00Z
4,0,4,3,8.3,2020-01-08T13:00:00Z
67,97,80,108,8.6,2020-01-08T14:00:00Z
144,146,185,235,8.7,2020-01-08T15:00:00Z
195,211,275,357,9.3,2020-01-08T16:00:00Z
201,355,353,495,9.8,2020-01-08T17:00:00Z
226,271,345,453,10.2,2020-01-08T18:00:00Z
233,79,266,292,10.5,2020-01-08T19:00:00Z
183,110,219,258,10.4,2020-01-08T20:00:00Z
111,112,134,169,10.1,2020-01-08T21:00:00Z
28,35,32,41,9.3,2020-01-08T22:00:00Z
0,0,0,0,8.8,2020-01-08T23:00:00Z
0,0,0,0,9,2020-01-09T00:00:00Z
0,0,0,0,9.3,2020-01-09T01:00:00Z
0,0,0,0,9.4,2020-01-09T02:00:00Z
0,0,0,0,9.6,2020-01-09T03:00:00Z
0,0,0,0,9.7,2020-01-09T04:00:00Z
0,0,0,0,9.2,2020-01-09T05:00:00Z
0,0,0,0,8.4,2020-01-09T06:00:00Z
0,0,0,0,7.4,2020-01-09T07:00:00Z
0,0,0,0,6.3,2020-01-09T08:00:00Z
0,0,0,0,5.4,2020-01-09T09:00:00Z
0,0,0,0,4.4,2020-01-09T10:00:00Z
0,0,0,0,3.2,2020-01-09T11:00:00Z
0,0,0,0,2.1,2020-01-09T12:00:00Z
3,35,6,14,1.1,2020-01-09T13:00:00Z
32,554,113,265,0.4,2020-01-09T14:00:00Z
55,748,259,488,0.7,2020-01-09T15:00:00Z
205,170,269,334,1.4,2020-01-09T16:00:00Z
236,168,309,375,2.1,2020-01-09T17:00:00Z
242,195,329,408,2.9,2020-01-09T18:00:00Z
225,135,279,330,3.9,2020-01-09T19:00:00Z
176,107,212,250,4.8,2020-01-09T20:00:00Z
105,160,135,182,5.3,2020-01-09T21:00:00Z
25,1,25,24,5.6,2020-01-09T22:00:00Z
0,0,0,0,6.1,2020-01-09T23:00:00Z
0,0,0,0,6.6,2020-01-10T00:00:00Z
0,0,0,0,6.9,2020-01-10T01:00:00Z
0,0,0,0,7.2,2020-01-10T02:00:00Z
0,0,0,0,7.6,2020-01-10T03:00:00Z
0,0,0,0,7.8,2020-01-10T04:00:00Z
0,0,0,0,8,2020-01-10T05:00:00Z
0,0,0,0,8,2020-01-10T06:00:00Z
0,0,0,0,7.6,2020-01-10T07:00:00Z
0,0,0,0,7.3,2020-01-10T08:00:00Z
0,0,0,0,7,2020-01-10T09:00:00Z
0,0,0,0,6.5,2020-01-10T10:00:00Z
0,0,0,0,6.1,2020-01-10T11:00:00Z
0,0,0,0,5.9,2020-01-10T12:00:00Z
2,0,2,2,5.6,2020-01-10T13:00:00Z
57,100,75,105,5.2,2020-01-10T14:00:00Z
101,281,178,267,4.8,2020-01-10T15:00:00Z
183,129,229,275,4.4,2020-01-10T16:00:00Z
155,1,156,151,4,2020-01-10T17:00:00Z
173,8,177,175,3.9,2020-01-10T18:00:00Z
122,0,122,118,4.1,2020-01-10T19:00:00Z
83,0,83,80,4.1,2020-01-10T20:00:00Z
74,91,92,117,4.1,2020-01-10T21:00:00Z
18,0,18,18,4,2020-01-10T22:00:00Z
0,0,0,0,4.1,2020-01-10T23:00:00Z
0,0,0,0,4.3,2020-01-11T00:00:00Z
0,0,0,0,4.4,2020-01-11T01:00:00Z
0,0,0,0,4.7,2020-01-11T02:00:00Z
0,0,0,0,5,2020-01-11T03:00:00Z
0,0,0,0,5,2020-01-11T04:00:00Z
0,0,0,0,5.1,2020-01-11T05:00:00Z
0,0,0,0,5.5,2020-01-11T06:00:00Z
0,0,0,0,5.9,2020-01-11T07:00:00Z
0,0,0,0,6.1,2020-01-11T08:00:00Z
0,0,0,0,6.6,2020-01-11T09:00:00Z
0,0,0,0,7.1,2020-01-11T10:00:00Z
0,0,0,0,7.7,2020-01-11T11:00:00Z
0,0,0,0,8.3,2020-01-11T12:00:00Z
1,0,1,1,8.9,2020-01-11T13:00:00Z
55,29,58,65,9.4,2020-01-11T14:00:00Z
107,313,195,297,9.7,2020-01-11T15:00:00Z
176,33,187,195,9.7,2020-01-11T16:00:00Z
149,0,149,145,9.8,2020-01-11T17:00:00Z
177,0,177,172,9.9,2020-01-11T18:00:00Z
217,0,217,210,9.7,2020-01-11T19:00:00Z
142,0,142,138,9.3,2020-01-11T20:00:00Z
74,0,74,72,9.2,2020-01-11T21:00:00Z
19,0,19,18,9.5,2020-01-11T22:00:00Z
0,0,0,0,10.3,2020-01-11T23:00:00Z
0,0,0,0,10.7,2020-01-12T00:00:00Z
0,0,0,0,10.6,2020-01-12T01:00:00Z
0,0,0,0,10.4,2020-01-12T02:00:00Z
0,0,0,0,10,2020-01-12T03:00:00Z
0,0,0,0,9.1,2020-01-12T04:00:00Z
0,0,0,0,8.7,2020-01-12T05:00:00Z
0,0,0,0,9.8,2020-01-12T06:00:00Z
0,0,0,0,10.5,2020-01-12T07:00:00Z
0,0,0,0,10.3,2020-01-12T08:00:00Z
0,0,0,0,10.7,2020-01-12T09:00:00Z
0,0,0,0,11.3,2020-01-12T10:00:00Z
0,0,0,0,11.8,2020-01-12T11:00:00Z
0,0,0,0,12.3,2020-01-12T12:00:00Z
4,20,5,10,12,2020-01-12T13:00:00Z
45,333,99,193,11.8,2020-01-12T14:00:00Z
61,685,252,464,11.2,2020-01-12T15:00:00Z
67,814,375,645,10.2,2020-01-12T16:00:00Z
69,872,450,751,9.3,2020-01-12T17:00:00Z
68,889,468,777,8,2020-01-12T18:00:00Z
65,870,427,722,6.9,2020-01-12T19:00:00Z
59,810,332,590,6.2,2020-01-12T20:00:00Z
46,678,196,393,5.3,2020-01-12T21:00:00Z
19,279,49,122,4.7,2020-01-12T22:00:00Z
0,0,0,0,4.9,2020-01-12T23:00:00Z
0,0,0,0,5.3,2020-01-13T00:00:00Z
0,0,0,0,4.9,2020-01-13T01:00:00Z
0,0,0,0,4.1,2020-01-13T02:00:00Z
0,0,0,0,3.1,2020-01-13T03:00:00Z
0,0,0,0,2.5,2020-01-13T04:00:00Z
0,0,0,0,2.8,2020-01-13T05:00:00Z
0,0,0,0,3.6,2020-01-13T06:00:00Z
0,0,0,0,3.8,2020-01-13T07:00:00Z
0,0,0,0,3.5,2020-01-13T08:00:00Z
0,0,0,0,3.5,2020-01-13T09:00:00Z
0,0,0,0,3.3,2020-01-13T10:00:00Z
0,0,0,0,3.1,2020-01-13T11:00:00Z
0,0,0,0,3.7,2020-01-13T12:00:00Z
1,0,1,1,4.1,2020-01-13T13:00:00Z
58,0,58,56,4,2020-01-13T14:00:00Z
136,0,136,132,3.6,2020-01-13T15:00:00Z
171,0,171,166,3.4,2020-01-13T16:00:00Z
195,0,195,188,3.2,2020-01-13T17:00:00Z
190,0,190,184,2.9,2020-01-13T18:00:00Z
187,7,190,187,3,2020-01-13T19:00:00Z
157,13,162,162,3.3,2020-01-13T20:00:00Z
78,0,78,75,3.2,2020-01-13T21:00:00Z
23,0,23,22,2,2020-01-13T22:00:00Z
0,0,0,0,1.3,2020-01-13T23:00:00Z
0,0,0,0,1.7,2020-01-14T00:00:00Z
0,0,0,0,2.2,2020-01-14T01:00:00Z
0,0,0,0,2.3,2020-01-14T02:00:00Z
0,0,0,0,2.3,2020-01-14T03:00:00Z
0,0,0,0,2.7,2020-01-14T04:00:00Z
0,0,0,0,3.3,2020-01-14T05:00:00Z
0,0,0,0,3.7,2020-01-14T06:00:00Z
0,0,0,0,3.5,2020-01-14T07:00:00Z
0,0,0,0,3.4,2020-01-14T08:00:00Z
0,0,0,0,3.6,2020-01-14T09:00:00Z
0,0,0,0,3.5,2020-01-14T10:00:00Z
0,0,0,0,3.4,2020-01-14T11:00:00Z
0,0,0,0,3.6,2020-01-14T12:00:00Z
2,0,2,2,3.8,2020-01-14T13:00:00Z
67,4,68,67,3.9,2020-01-14T14:00:00Z
125,15,129,131,4,2020-01-14T15:00:00Z
103,0,103,100,4.2,2020-01-14T16:00:00Z
71,0,71,69,4.3,2020-01-14T17:00:00Z
102,0,102,98,4.8,2020-01-14T18:00:00Z
83,0,83,81,5.5,2020-01-14T19:00:00Z
31,0,31,30,5.6,2020-01-14T20:00:00Z
41,0,41,39,5.4,2020-01-14T21:00:00Z
23,5,23,23,4.9,2020-01-14T22:00:00Z
0,0,0,0,4.5,2020-01-14T23:00:00Z
0,0,0,0,4.2,2020-01-15T00:00:00Z
0,0,0,0,3.8,2020-01-15T01:00:00Z
0,0,0,0,3.5,2020-01-15T02:00:00Z
0,0,0,0,3.5,2020-01-15T03:00:00Z
0,0,0,0,3.4,2020-01-15T04:00:00Z
0,0,0,0,4.1,2020-01-15T05:00:00Z
0,0,0,0,4.8,2020-01-15T06:00:00Z
0,0,0,0,5,2020-01-15T07:00:00Z
0,0,0,0,5,2020-01-15T08:00:00Z
0,0,0,0,5.1,2020-01-15T09:00:00Z
0,0,0,0,4.1,2020-01-15T10:00:00Z
0,0,0,0,3.5,2020-01-15T11:00:00Z
0,0,0,0,3.5,2020-01-15T12:00:00Z
4,37,7,15,2.8,2020-01-15T13:00:00Z
34,547,117,264,1.7,2020-01-15T14:00:00Z
52,763,267,496,1.9,2020-01-15T15:00:00Z
95,706,361,592,3.6,2020-01-15T16:00:00Z
142,579,402,610,3.9,2020-01-15T17:00:00Z
66,901,479,789,2.7,2020-01-15T18:00:00Z
62,886,438,734,1.8,2020-01-15T19:00:00Z
55,829,343,603,1.5,2020-01-15T20:00:00Z
44,703,206,406,1.4,2020-01-15T21:00:00Z
20,323,57,138,2.2,2020-01-15T22:00:00Z
0,0,0,0,3.6,2020-01-15T23:00:00Z
0,0,0,0,4.4,2020-01-16T00:00:00Z
0,0,0,0,5,2020-01-16T01:00:00Z
0,0,0,0,5.3,2020-01-16T02:00:00Z
0,0,0,0,5.2,2020-01-16T03:00:00Z
0,0,0,0,5.5,2020-01-16T04:00:00Z
0,0,0,0,5.7,2020-01-16T05:00:00Z
0,0,0,0,5.5,2020-01-16T06:00:00Z
0,0,0,0,5.5,2020-01-16T07:00:00Z
0,0,0,0,6.5,2020-01-16T08:00:00Z
0,0,0,0,8.5,2020-01-16T09:00:00Z
0,0,0,0,9.7,2020-01-16T10:00:00Z
0,0,0,0,10.4,2020-01-16T11:00:00Z
0,0,0,0,11,2020-01-16T12:00:00Z
4,34,7,15,11.2,2020-01-16T13:00:00Z
58,143,83,125,11.7,2020-01-16T14:00:00Z
91,515,239,397,12,2020-01-16T15:00:00Z
128,423,283,419,12.3,2020-01-16T16:00:00Z
172,12,178,177,12.5,2020-01-16T17:00:00Z
172,2,173,168,13,2020-01-16T18:00:00Z
219,98,261,295,13.2,2020-01-16T19:00:00Z
87,651,309,515,12.2,2020-01-16T20:00:00Z
72,486,193,337,11.2,2020-01-16T21:00:00Z
31,158,50,93,10.3,2020-01-16T22:00:00Z
0,0,0,0,9.7,2020-01-16T23:00:00Z
0,0,0,0,9.6,2020-01-17T00:00:00Z
0,0,0,0,9.6,2020-01-17T01:00:00Z
0,0,0,0,9.7,2020-01-17T02:00:00Z
0,0,0,0,9.9,2020-01-17T03:00:00Z
0,0,0,0,10.1,2020-01-17T04:00:00Z
0,0,0,0,10,2020-01-17T05:00:00Z
0,0,0,0,10,2020-01-17T06:00:00Z
0,0,0,0,10.3,2020-01-17T07:00:00Z
0,0,0,0,10.7,2020-01-17T08:00:00Z
0,0,0,0,10.8,2020-01-17T09:00:00Z
0,0,0,0,9.6,2020-01-17T10:00:00Z
0,0,0,0,8.7,2020-01-17T11:00:00Z
0,0,0,0,8.6,2020-01-17T12:00:00Z
4,57,9,21,8.3,2020-01-17T13:00:00Z
30,661,131,303,8.3,2020-01-17T14:00:00Z
45,862,292,544,8.1,2020-01-17T15:00:00Z
53,944,420,721,7.5,2020-01-17T16:00:00Z
57,980,498,826,6.7,2020-01-17T17:00:00Z
60,984,517,851,5.9,2020-01-17T18:00:00Z
58,966,475,794,5,2020-01-17T19:00:00Z
53,913,376,659,4,2020-01-17T20:00:00Z
43,799,231,456,3.4,2020-01-17T21:00:00Z
21,416,69,173,2.9,2020-01-17T22:00:00Z
0,0,0,0,2.6,2020-01-17T23:00:00Z
0,0,0,0,2.4,2020-01-18T00:00:00Z
0,0,0,0,2.3,2020-01-18T01:00:00Z
0,0,0,0,2.4,2020-01-18T02:00:00Z
0,0,0,0,2.1,2020-01-18T03:00:00Z
0,0,0,0,1.8,2020-01-18T04:00:00Z
0,0,0,0,1.8,2020-01-18T05:00:00Z
0,0,0,0,1.7,2020-01-18T06:00:00Z
0,0,0,0,1.8,2020-01-18T07:00:00Z
0,0,0,0,2,2020-01-18T08:00:00Z
0,0,0,0,2.2,2020-01-18T09:00:00Z
0,0,0,0,2.5,2020-01-18T10:00:00Z
0,0,0,0,3,2020-01-18T11:00:00Z
0,0,0,0,4.2,2020-01-18T12:00:00Z
4,0,4,4,5.1,2020-01-18T13:00:00Z
34,0,34,33,5.9,2020-01-18T14:00:00Z
40,0,40,39,6.6,2020-01-18T15:00:00Z
92,0,92,89,7.4,2020-01-18T16:00:00Z
129,0,129,125,7.6,2020-01-18T17:00:00Z
94,0,94,91,7.5,2020-01-18T18:00:00Z
69,0,69,67,7.9,2020-01-18T19:00:00Z
63,0,63,61,8.6,2020-01-18T20:00:00Z
38,0,38,36,8.6,2020-01-18T21:00:00Z
13,0,13,12,8.6,2020-01-18T22:00:00Z
0,0,0,0,8.9,2020-01-18T23:00:00Z
0,0,0,0,8.4,2020-01-19T00:00:00Z
0,0,0,0,7.5,2020-01-19T01:00:00Z
0,0,0,0,7.1,2020-01-19T02:00:00Z
0,0,0,0,6.8,2020-01-19T03:00:00Z
0,0,0,0,6.1,2020-01-19T04:00:00Z
0,0,0,0,5.9,2020-01-19T05:00:00Z
0,0,0,0,7,2020-01-19T06:00:00Z
0,0,0,0,8.2,2020-01-19T07:00:00Z
0,0,0,0,8.5,2020-01-19T08:00:00Z
0,0,0,0,8.4,2020-01-19T09:00:00Z
0,0,0,0,8,2020-01-19T10:00:00Z
0,0,0,0,7.6,2020-01-19T11:00:00Z
0,0,0,0,7.6,2020-01-19T12:00:00Z
4,0,4,4,7.6,2020-01-19T13:00:00Z
41,0,41,39,7.9,2020-01-19T14:00:00Z
75,0,75,73,8.1,2020-01-19T15:00:00Z
151,0,151,146,8.1,2020-01-19T16:00:00Z
231,0,231,223,8.2,2020-01-19T17:00:00Z
160,0,160,155,8.2,2020-01-19T18:00:00Z
142,0,142,137,8.3,2020-01-19T19:00:00Z
106,0,106,103,8.4,2020-01-19T20:00:00Z
73,0,73,70,8.2,2020-01-19T21:00:00Z
31,0,31,30,7.8,2020-01-19T22:00:00Z
0,0,0,0,7.9,2020-01-19T23:00:00Z
0,0,0,0,8.3,2020-01-20T00:00:00Z
0,0,0,0,8.5,2020-01-20T01:00:00Z
0,0,0,0,8.4,2020-01-20T02:00:00Z
0,0,0,0,7.9,2020-01-20T03:00:00Z
0,0,0,0,7.3,2020-01-20T04:00:00Z
0,0,0,0,7.1,2020-01-20T05:00:00Z
0,0,0,0,7.3,2020-01-20T06:00:00Z
0,0,0,0,7.3,2020-01-20T07:00:00Z
0,0,0,0,7.4,2020-01-20T08:00:00Z
0,0,0,0,7.5,2020-01-20T09:00:00Z
0,0,0,0,7.4,2020-01-20T10:00:00Z
0,0,0,0,7.4,2020-01-20T11:00:00Z
0,0,0,0,7.4,2020-01-20T12:00:00Z
4,69,10,25,7.1,2020-01-20T13:00:00Z
31,676,137,309,6.6,2020-01-20T14:00:00Z
45,867,299,549,6.2,2020-01-20T15:00:00Z
53,945,427,725,6,2020-01-20T16:00:00Z
57,979,505,829,6,2020-01-20T17:00:00Z
57,984,523,853,5.9,2020-01-20T18:00:00Z
55,965,481,796,5.7,2020-01-20T19:00:00Z
50,915,383,663,5.6,2020-01-20T20:00:00Z
41,807,240,463,5.5,2020-01-20T21:00:00Z
21,465,77,189,5.2,2020-01-20T22:00:00Z
0,1,0,0,5.1,2020-01-20T23:00:00Z
0,0,0,0,5.4,2020-01-21T00:00:00Z
0,0,0,0,5.9,2020-01-21T01:00:00Z
0,0,0,0,6.5,2020-01-21T02:00:00Z
0,0,0,0,6.7,2020-01-21T03:00:00Z
0,0,0,0,6.5,2020-01-21T04:00:00Z
0,0,0,0,6.1,2020-01-21T05:00:00Z
0,0,0,0,5.9,2020-01-21T06:00:00Z
0,0,0,0,5.8,2020-01-21T07:00:00Z
0,0,0,0,5.6,2020-01-21T08:00:00Z
0,0,0,0,5.6,2020-01-21T09:00:00Z
0,0,0,0,5.9,2020-01-21T10:00:00Z
0,0,0,0,5.9,2020-01-21T11:00:00Z
0,0,0,0,5.5,2020-01-21T12:00:00Z
5,65,10,24,5,2020-01-21T13:00:00Z
33,633,134,296,4.5,2020-01-21T14:00:00Z
48,833,294,534,4.1,2020-01-21T15:00:00Z
58,907,419,706,3.9,2020-01-21T16:00:00Z
62,940,495,808,3.9,2020-01-21T17:00:00Z
63,945,514,831,4,2020-01-21T18:00:00Z
61,924,472,775,4.1,2020-01-21T19:00:00Z
58,863,375,641,4.3,2020-01-21T20:00:00Z
53,692,230,425,4.5,2020-01-21T21:00:00Z
36,0,36,34,4.1,2020-01-21T22:00:00Z
0,0,0,0,3.9,2020-01-21T23:00:00Z
0,0,0,0,4.5,2020-01-22T00:00:00Z
0,0,0,0,5.2,2020-01-22T01:00:00Z
0,0,0,0,5.7,2020-01-22T02:00:00Z
0,0,0,0,5.9,2020-01-22T03:00:00Z
0,0,0,0,5.6,2020-01-22T04:00:00Z
0,0,0,0,5.1,2020-01-22T05:00:00Z
0,0,0,0,4.8,2020-01-22T06:00:00Z
0,0,0,0,4.5,2020-01-22T07:00:00Z
0,0,0,0,4.1,2020-01-22T08:00:00Z
0,0,0,0,3.6,2020-01-22T09:00:00Z
0,0,0,0,3.3,2020-01-22T10:00:00Z
0,0,0,0,3.1,2020-01-22T11:00:00Z
0,0,0,0,2.8,2020-01-22T12:00:00Z
5,68,11,25,2.6,2020-01-22T13:00:00Z
32,636,135,296,2.2,2020-01-22T14:00:00Z
48,829,294,532,1.6,2020-01-22T15:00:00Z
58,906,422,708,1.5,2020-01-22T16:00:00Z
63,945,502,815,1.6,2020-01-22T17:00:00Z
